	IMR90_iCherry	IMR90_iCherry	IMR90_iCherry	IMR90_iRAS	IMR90_iRAS	IMR90_iRAS
7901883	2.15908	1.94501	2.07551	2.06727	2.11105	2.1152
7901895	4.91692	5.03862	5.09765	5.15374	5.11261	4.91622
7901911	2.59067	2.74632	2.84225	2.62212	2.95822	2.51488
7901913	3.20478	3.13557	3.10165	3.09645	3.10468	3.17978
7901915	3.18327	3.34026	3.22732	2.80041	2.94258	2.77509
7901931	3.21429	3.64888	3.21363	3.07189	2.90557	2.71146
7901948	2.23802	2.08706	1.96383	2.02508	1.94266	1.98214
7901951	6.35876	6.40125	6.37248	6.9646	6.79842	6.75665
7901967	4.23637	3.9922	4.38642	4.28223	4.53439	4.27966
7901969	6.7606	7.12695	7.17304	3.90911	4.19417	4.27771
7901982	2.16117	2.26949	2.09569	2.09663	2.13812	2.07665
7901993	5.35995	5.48048	5.3401	5.54708	5.37585	5.24686
7902023	4.18617	4.32691	4.30154	4.50213	4.29308	4.04737
7902036	3.89688	3.55492	3.81898	3.86612	3.84589	4.26296
7902038	3.88916	4.08088	3.90347	4.90809	4.31795	4.29129
7902043	2.73502	2.67352	2.73016	2.69404	2.7836	2.72443
7902072	2.32285	2.42046	2.20004	2.25745	2.38961	2.24017
7902074	5.81244	5.85664	5.77013	5.64301	5.51671	5.56674
7902102	1.87697	2.03476	1.97032	2.04313	2.00636	1.92017
7902104	5.10123	5.42879	5.31939	5.18811	5.2099	5.19479
7902127	7.58905	7.70712	7.47656	7.03148	7.17479	7.11132
7902158	2.48102	2.5571	2.69956	2.49112	2.61719	2.51784
7902166	6.00624	6.01177	6.09479	6.18208	6.29881	6.02281
7902189	2.17041	2.2188	2.06164	2.03103	2.22194	2.1826
7902203	2.5777	2.57232	2.53942	2.8694	2.62571	2.75607
7902205	2.65289	2.38339	2.48743	2.46665	2.56639	2.59525
7902223	2.36368	2.53859	2.3891	2.48305	2.37439	2.41636
7902225	2.20313	2.63171	2.16893	2.11591	2.14582	2.09033
7902227	5.29655	4.66706	4.82333	4.43721	4.42851	4.6179
7902235	2.44889	2.57332	2.51306	2.57454	2.49394	2.50864
7902265	3.41465	3.28113	3.75611	3.38979	3.58599	3.75316
7902267	5.0179	4.79035	4.8822	4.83716	5.02251	5.04374
7902269	8.68257	8.69873	8.6203	8.69823	8.63222	8.75359
7902282	5.72993	5.71604	5.80274	5.45391	5.25754	5.26701
7902290	3.40578	3.35109	2.94972	3.3548	3.37856	3.81295
7902306	2.80676	2.25588	2.62194	2.48078	3.04546	2.66246
7902308	4.63785	4.67428	4.71434	4.40535	4.07178	4.38557
7902317	2.2147	2.11013	2.13539	2.20365	2.28536	2.273
7902345	5.88799	5.78245	5.94357	6.18112	6.17714	6.19464
7902353	2.68182	2.57951	2.61915	2.63838	2.66707	2.52904
7902365	2.33884	2.30867	2.3362	2.2995	2.56402	2.16352
7902367	6.49604	6.45967	6.65289	6.9105	6.82434	6.83978
7902382	5.12006	5.15029	5.1537	6.08057	6.04614	6.0394
7902396	3.08539	3.36567	3.07932	3.26938	3.48133	3.18212
7902398	8.61537	8.50017	8.78723	8.82095	8.67537	8.93757
7902400	4.58605	4.73953	5.35215	4.8816	5.39366	5.75987
7902402	2.26666	2.2903	2.36664	2.27243	2.29307	2.23231
7902425	3.92675	3.89037	4.01424	3.41762	3.59416	3.36663
7902435	7.58327	7.43538	7.74042	8.81572	8.52688	8.63408
7902439	2.19064	2.22402	2.20499	2.15178	2.13088	2.14726
7902441	3.42904	3.6867	3.57914	3.60469	3.37483	3.55235
7902448	9.25746	9.26203	9.31671	9.23703	9.21137	9.19168
7902452	4.75998	4.82417	4.87656	2.84697	2.8786	3.07065
7902472	3.10365	2.89164	3.15541	2.99156	3.01313	2.98409
7902474	2.74274	2.53605	2.89565	2.93606	2.63774	2.88892
7902476	4.59963	4.64931	4.59762	4.79704	4.86605	4.97265
7902493	3.12066	3.61888	3.29708	3.60236	3.54549	3.66829
7902495	7.42992	7.2769	7.52194	6.05826	6.10832	6.08126
7902512	6.66809	6.345	6.73256	5.61362	5.94508	5.89112
7902518	2.37503	2.51933	2.48288	2.46615	2.57319	2.38262
7902527	4.25013	4.40901	4.29775	6.54501	6.17898	6.25244
7902541	2.70587	2.73631	2.67764	2.56819	2.71181	2.51185
7902553	2.70001	2.66768	2.60583	2.83565	2.68684	2.66486
7902563	2.42253	2.65998	2.50802	2.38856	2.27173	2.39032
7902565	7.9188	8.21128	8.13785	7.82092	7.66067	7.59913
7902592	3.5919	3.36397	3.26875	3.65417	3.74834	3.62848
7902594	6.61532	6.81544	6.77084	7.04228	7.04777	6.7821
7902611	3.1468	3.00892	3.22721	3.34174	3.29288	3.37266
7902615	2.21588	2.04012	2.1089	2.06468	2.09144	2.12635
7902617	2.4099	2.44596	2.38462	2.39825	2.46604	2.24243
7902623	2.40183	2.41477	2.47081	2.43384	2.17357	2.45234
7902634	6.29991	6.33241	6.20897	6.41119	6.54963	6.53617
7902645	2.34875	2.40328	2.35516	2.34578	2.46526	2.23462
7902660	2.75584	2.751	2.6197	2.25184	2.67696	2.52895
7902685	2.16488	2.12347	2.19653	2.18779	2.13494	2.038
7902687	8.29431	7.96801	7.89816	5.91223	6.86247	7.12478
7902700	2.32029	2.25178	2.46396	2.27213	2.66284	2.32443
7902702	2.78619	2.61048	2.52383	2.47004	2.58794	2.55394
7902721	2.10589	2.18372	2.16609	2.21206	2.33866	2.31344
7902738	2.34412	2.50511	2.26075	2.36909	2.4904	2.34078
7902754	2.32529	2.34637	2.27139	2.30904	2.65873	2.40836
7902771	7.64739	7.63232	7.73779	7.39584	7.51314	7.5141
7902787	3.7476	3.33674	3.56937	3.44394	3.64551	3.57338
7902789	6.20357	6.50267	6.49895	6.66596	6.57794	6.41698
7902799	2.77339	2.83993	2.87042	2.89963	2.82537	2.89693
7902808	2.69063	2.5876	2.68043	2.66771	2.68896	2.59414
7902810	4.45351	4.6261	4.6248	5.24629	5.07908	4.83944
7902822	7.00939	7.09973	6.98284	6.77565	6.6391	6.77455
7902848	3.50747	3.46551	3.11506	3.18404	3.14859	3.23823
7902850	2.5123	2.36887	2.39103	2.28974	2.39596	2.42729
7902861	2.81113	3.12562	3.07582	3.077	3.04085	3.03063
7902874	5.16791	4.73958	4.56971	6.05	6.53631	6.73638
7902883	6.27014	6.42195	6.47412	6.66788	6.49457	6.614
7902891	6.10342	6.10267	6.14788	6.136	5.83335	5.62798
7902909	2.89953	3.0663	2.97957	3.19379	3.02265	3.13468
7902911	2.71143	2.81531	2.65188	2.60926	2.7324	2.58561
7902913	2.513	2.29928	2.40465	2.16996	2.26538	2.30259
7902930	3.19328	3.03882	3.07123	3.4931	3.99302	3.76144
7902934	2.6557	2.74808	2.76995	2.70275	2.71561	2.58014
7902957	4.14606	4.54956	4.43734	3.98973	4.45009	4.05905
7902965	2.53161	2.52006	2.43735	2.41741	2.38837	2.28811
7902977	4.80625	4.7668	4.60795	4.28139	4.22387	4.25348
7902984	2.20771	2.40301	2.21835	2.15608	2.29596	2.23801
7902992	5.44503	5.09449	5.25078	5.16671	4.7302	4.92111
7903008	2.53256	2.55596	2.52559	2.68196	2.34853	2.56996
7903010	5.26695	5.18211	5.13814	5.11927	5.13107	5.0646
7903022	2.52147	2.56027	2.49463	2.67562	2.58183	2.58554
7903024	2.42593	2.43651	2.3944	2.33862	2.2855	2.4655
7903026	2.17487	2.18469	1.97894	2.0186	2.04336	2.07306
7903028	2.19264	2.43914	2.20679	2.40917	2.35705	2.40704
7903030	2.44183	2.3745	2.3464	2.4154	2.33895	2.47133
7903032	5.38696	5.44186	5.31877	5.70068	5.67597	5.56319
7903049	2.59236	2.66464	2.73758	2.67713	2.68552	2.60858
7903079	7.35078	7.38026	7.21831	7.34804	7.73449	7.4846
7903090	1.76121	2.23301	1.87649	1.79161	1.87159	1.89708
7903092	6.62115	6.63497	6.7268	6.31338	6.0092	5.93938
7903109	2.05728	2.00515	1.96728	1.89219	2.00066	1.87092
7903111	2.14523	2.15364	2.19292	2.15748	2.19572	2.18227
7903113	2.20527	2.10423	2.06597	1.98601	2.0732	2.1052
7903115	2.25317	2.19028	2.09296	2.28492	2.41498	2.31974
7903117	2.6634	2.67402	2.62023	2.64905	2.97542	2.65479
7903119	5.96674	6.10239	6.06747	5.90456	6.14063	5.90046
7903144	3.93298	4.3436	4.26483	3.45129	3.04508	3.0985
7903162	4.62128	4.63609	4.41803	4.77879	4.62118	4.49779
7903171	2.9465	3.03919	3.05872	3.14048	2.86347	2.89953
7903181	2.25881	2.31402	2.29319	2.31992	2.45352	2.37332
7903183	7.76024	7.7695	7.82649	7.83509	7.76693	7.72549
7903186	2.38469	2.22726	2.38264	2.33868	2.45484	2.37122
7903188	5.78935	5.76995	5.4649	5.3467	5.14439	5.22276
7903203	4.15083	4.38257	4.41663	4.02167	4.07929	3.88968
7903214	4.44189	4.17335	4.58238	3.67009	3.32699	3.08857
7903227	2.54152	2.60644	2.5238	2.69984	2.67715	2.57398
7903239	4.85318	5.03863	4.83235	4.80499	4.90736	4.56521
7903281	4.53617	4.31529	4.23248	4.24223	4.64486	4.5062
7903292	1.93306	2.08088	2.08649	2.03032	2.1827	1.95949
7903294	7.87121	7.69361	7.84576	7.93908	7.91896	7.9669
7903308	4.653	4.85746	4.60893	4.48167	4.39273	4.26561
7903321	6.64703	6.31863	6.69554	6.73782	6.75788	6.90698
7903334	4.12836	4.23933	4.33568	4.6961	4.53898	4.72292
7903355	4.62485	4.46164	4.561	4.75029	4.49827	4.47274
7903358	7.86629	7.2421	7.11892	7.24487	7.60277	7.66265
7903369	7.77195	7.83548	7.70689	7.92328	7.95698	7.94695
7903389	2.8436	2.93877	2.78075	2.53312	2.59573	2.54822
7903391	2.42725	2.6761	2.54132	2.36907	2.44712	2.55062
7903393	5.47492	6.18301	5.92931	3.87319	3.47388	3.79003
7903399	2.81344	2.88327	2.77038	2.83328	2.75538	2.81266
7903401	2.51605	2.4645	2.43105	2.42337	2.56036	2.36123
7903404	5.58259	5.83324	5.0746	4.94638	4.98949	4.691
7903407	3.53992	3.73615	3.55242	3.07203	2.98923	2.97007
7903414	3.07298	3.37616	3.15203	2.59043	2.92981	2.4148
7903425	2.98757	3.14638	3.0838	2.49669	2.80226	2.40517
7903440	2.98757	3.14638	3.0838	2.49669	2.80226	2.40517
7903455	2.08623	2.28819	2.10233	2.27244	2.19001	2.08671
7903457	4.39353	4.32791	4.27067	4.40733	4.19598	4.36632
7903461	2.97752	3.21079	3.25509	2.75817	2.75303	3.13449
7903474	5.39286	5.41806	5.31971	5.13957	5.49472	5.46393
7903478	2.92103	2.66769	2.71675	2.96801	2.99647	2.67342
7903490	3.09398	2.75275	2.83463	3.03538	3.17043	2.86978
7903507	5.49989	5.90189	5.89657	7.14911	7.42824	7.21155
7903519	5.36337	5.50904	5.4801	5.8166	5.57059	5.48133
7903530	2.21019	2.31932	2.24997	2.30731	2.25592	2.29117
7903541	6.2546	6.23231	6.19322	6.64595	6.61438	6.41111
7903561	2.40246	2.4192	2.28853	2.33941	2.50228	2.41386
7903565	5.49002	5.36873	5.52481	5.72032	5.71431	5.55353
7903582	9.2752	9.28477	9.3688	9.27894	9.22074	9.22589
7903586	8.31488	8.17172	8.12378	8.07196	8.34776	8.38831
7903592	2.92381	2.75213	2.85116	2.55178	2.66726	2.63233
7903619	6.83133	6.84267	6.70275	6.0473	6.71475	6.78469
7903632	3.77152	3.92203	3.86992	4.06182	3.67247	3.79933
7903667	3.3762	3.31811	3.37663	3.36942	3.31738	3.44912
7903676	3.40445	3.39793	3.27038	3.47152	3.43688	3.42563
7903688	3.64444	3.89636	4.13509	4.02806	4.00418	4.04875
7903694	2.49934	2.50672	2.64682	2.54671	2.469	2.84044
7903703	6.70019	6.42009	6.57541	6.39469	6.50264	6.47583
7903717	4.0974	4.20594	4.11074	4.14348	3.83667	4.21866
7903719	5.79347	5.75933	5.73219	6.2643	6.25029	6.45148
7903742	6.71117	6.71717	6.78863	6.26505	6.40826	6.30744
7903753	7.20897	7.24428	7.08571	6.04716	6.31487	6.08519
7903765	4.08915	4.1619	4.25364	3.79293	3.77387	3.65689
7903777	4.73304	4.76599	4.67675	4.06858	4.8067	4.33547
7903786	6.56033	6.73702	6.55458	4.94172	5.40164	5.24709
7903803	7.77087	7.91137	7.89523	7.82085	7.9264	7.93515
7903827	6.19675	6.4735	6.29871	6.30235	6.16861	6.06271
7903851	2.63081	2.4465	2.53438	2.59078	2.59788	2.60241
7903854	2.93375	2.8653	2.94796	2.84493	2.86205	2.98464
7903867	3.25459	3.36162	3.51011	3.40513	3.47085	3.43743
7903876	2.22387	2.24759	2.04135	2.0588	2.14279	2.22901
7903878	4.7843	5.06668	4.79815	5.19725	4.99749	4.98231
7903884	2.76615	2.85225	3.00371	3.04982	2.82743	3.26331
7903889	2.55162	2.60994	2.5545	2.60918	2.76901	2.66764
7903893	2.34964	2.30209	2.37012	2.44069	2.59899	2.42223
7903906	2.01873	2.07483	2.14295	2.20091	2.15312	2.11386
7903908	7.16046	7.15085	7.06781	6.4983	6.56258	6.67046
7903920	2.5901	2.54469	2.67222	2.58705	2.60757	2.67533
7903935	2.45869	2.44985	2.75081	2.41491	2.55229	2.5849
7903945	2.44512	2.65224	2.45397	2.54295	2.58835	2.5846
7903959	2.56281	2.41417	2.51321	2.48327	2.70967	2.58726
7903970	2.33959	2.2927	2.28714	2.29844	2.4968	2.20658
7903972	4.09083	4.41711	4.33489	4.17231	4.22395	4.05927
7903980	2.85837	2.64849	2.99791	2.8143	3.07472	2.86555
7903988	6.36385	6.36253	6.60091	6.24269	6.51127	6.18292
7904000	5.57836	5.74657	5.56063	5.62569	5.56679	5.50036
7904014	1.96917	1.94056	1.97562	2.04722	2.05583	1.92346
7904016	2.11041	2.06192	2.0238	2.02175	2.06052	2.02011
7904018	6.57371	6.63318	6.72817	6.43446	6.28067	6.30798
7904025	3.13396	3.31135	3.49563	3.09912	3.00952	2.9294
7904036	6.57055	6.48794	6.48887	6.48861	6.43107	6.43723
7904048	2.30773	2.41633	2.21358	2.2594	2.23583	2.27585
7904050	6.32217	6.54037	6.36431	6.52117	6.27305	6.34532
7904073	3.62801	3.61487	3.64253	3.62306	3.49747	3.65207
7904082	3.76691	3.86514	3.95485	3.91128	3.74214	3.94023
7904084	2.84274	2.81514	3.03812	2.74931	2.60711	2.83698
7904086	5.33321	5.46306	5.36606	5.28048	4.886	5.20731
7904106	3.89056	4.07808	4.03935	3.63626	3.59488	3.95444
7904131	3.63706	3.89963	3.91394	3.68461	3.60271	3.50201
7904137	7.40411	7.52393	7.45289	8.07109	8.08786	8.10129
7904158	7.21592	7.64908	7.62801	4.27724	4.577	4.47983
7904164	2.30089	2.27249	2.20603	2.29199	2.39626	2.07581
7904166	2.46889	2.83026	2.15338	2.36701	2.55236	2.36922
7904168	2.20589	2.11515	2.15359	2.06284	2.23132	2.20295
7904203	2.16809	2.28057	2.11116	2.13472	2.15456	2.15621
7904209	2.87639	3.11451	2.89642	2.94258	2.67569	3.0418
7904211	4.13776	4.14382	4.32957	3.87969	3.7858	3.53865
7904226	2.56808	2.38554	2.44489	2.36537	2.46021	2.46442
7904244	2.24933	2.24628	2.34362	2.30277	2.21113	2.61832
7904252	2.53966	2.47825	2.43103	2.47833	2.45449	2.57283
7904254	8.13592	8.33949	8.23247	8.69966	8.8408	8.85451
7904281	2.26509	2.48337	2.33208	2.24967	2.47004	2.21549
7904287	2.51564	2.56734	2.70877	2.71204	2.59658	2.57062
7904293	2.98162	2.96394	3.00035	2.87608	3.09466	2.89503
7904303	2.53765	2.44771	2.558	2.57849	2.66226	2.89447
7904314	3.05988	2.93232	3.28917	2.89251	3.16443	3.10362
7904340	7.11069	7.20708	7.24808	7.19874	7.47091	7.37703
7904361	4.06514	3.96472	3.89217	3.80538	3.90079	4.04099
7904364	3.80476	4.13665	4.19538	4.1388	4.16104	4.08959
7904394	2.54145	2.64163	2.38167	2.47655	2.51976	2.71816
7904396	2.68553	2.63826	2.70515	2.58622	2.63081	2.53805
7904408	2.32914	2.32271	2.23459	2.29608	2.38052	2.34106
7904414	2.13165	2.73182	2.61108	2.66831	2.60778	2.65632
7904417	2.32481	2.23221	2.4554	2.30922	2.33558	2.26396
7904421	2.53119	2.47061	2.50382	2.54206	2.61594	2.42836
7904429	2.60916	2.1991	2.51673	2.36091	2.80711	2.47212
7904431	2.76953	2.90833	2.72498	2.64819	2.74397	2.72077
7904433	6.73828	6.90816	6.90274	5.37031	5.86395	6.01503
7904448	3.10134	3.02117	3.11498	3.35226	3.23602	3.24204
7904450	2.09379	2.15154	2.12306	2.10977	2.28328	2.12732
7904452	2.90756	3.02161	3.12812	3.01867	3.08098	3.12661
7904463	6.8813	6.84113	6.96926	6.92253	6.93464	7.07614
7904465	7.3483	7.23551	7.19524	6.99578	7.16538	7.05114
7904469	7.2629	7.39715	7.45966	7.4595	7.53344	7.5646
7904478	2.9416	2.80565	2.80447	2.8617	2.85529	2.93542
7904480	2.60594	2.61575	2.37703	2.57725	2.69844	2.57221
7904482	7.07265	7.10744	7.17243	7.17049	7.27401	7.2955
7904486	9.3244	9.27256	9.28078	9.22491	9.00147	9.09241
7904500	9.70816	9.63777	9.65243	9.62768	9.43739	9.48885
7904506	9.53974	9.45152	9.48216	9.42506	9.20077	9.30861
7904562	9.48612	9.41606	9.46129	9.39917	9.16492	9.27864
7904569	9.79387	9.71875	9.76217	9.66685	9.43562	9.58105
7904572	2.9107	3.2697	3.26841	3.80107	3.80121	4.12512
7904574	7.71267	7.70314	7.66641	7.55365	7.32856	7.39242
7904691	2.07592	2.13349	2.02821	2.03625	2.12612	2.04544
7904693	3.39344	3.36087	2.5654	3.09387	2.95571	2.60118
7904695	8.49778	8.57933	8.55983	8.21365	8.32919	8.28596
7904702	8.09272	7.9688	7.94205	7.57748	7.31938	7.36939
7904713	3.81251	3.63707	3.7959	3.83699	3.62551	3.65303
7904715	3.12622	3.20151	3.16974	3.26597	3.36519	3.47331
7904717	3.10826	2.88441	3.07823	3.04552	2.94561	3.06346
7904726	8.62794	9.08836	8.91574	7.76594	7.35076	6.95287
7904737	3.47657	3.42932	3.53399	3.34494	3.41036	3.51638
7904742	6.23993	6.38167	6.3206	6.17277	6.31759	6.32484
7904751	4.10228	4.09707	3.8444	4.03474	4.22107	4.24364
7904755	7.30368	7.42811	7.4504	7.06796	7.04626	7.02953
7904761	2.36684	2.58574	2.52314	2.89856	2.61751	2.71182
7904796	2.87108	2.8459	2.99372	2.9132	2.8044	2.98152
7904812	5.34387	5.67699	5.36591	5.84843	5.93882	5.69658
7904830	6.70696	6.70749	6.55522	6.17291	6.3894	6.46219
7904843	2.30721	2.40798	2.29571	2.24529	2.18242	2.16735
7904853	5.04653	5.18024	5.23316	4.6344	4.77176	4.78096
7904863	4.13468	3.72676	4.06967	3.82675	4.10539	3.91041
7904865	2.76708	3.04954	2.79854	2.79672	2.88847	2.47707
7904867	2.21305	2.79177	2.00408	2.24081	2.2781	2.03856
7904869	6.56309	6.45867	6.52798	6.68987	6.53847	6.7173
7904872	2.28443	2.3184	2.20805	2.27938	2.40678	2.16754
7904874	9.76061	9.70577	9.69579	9.61477	9.41215	9.5008
7904877	2.47289	2.58851	2.77045	2.795	2.60114	2.63999
7904879	4.64965	4.73551	5.22811	5.33843	4.7308	5.242
7904881	9.0171	8.91969	9.00081	9.11995	9.44887	9.45264
7904883	4.40189	3.95907	4.01982	4.36027	4.71969	4.88427
7904907	6.85891	7.068	6.9327	7.34309	7.04175	7.04296
7904921	2.6306	2.63924	2.28103	2.302	2.72595	2.44815
7904923	2.75727	2.64234	2.55292	2.6382	2.73564	2.60408
7904927	3.18895	2.87378	2.80888	2.86762	2.91849	3.0434
7904930	5.58574	5.60128	5.74769	5.02881	5.25888	5.24611
7904946	2.21305	2.79177	2.00408	2.24081	2.2781	2.03856
7904948	6.56309	6.45867	6.52798	6.68987	6.53847	6.7173
7904951	2.28443	2.3184	2.20805	2.27938	2.40678	2.16754
7904953	2.21188	2.24086	2.19748	2.14485	2.07549	2.09818
7904955	4.3106	4.11817	4.25162	4.20112	4.06756	4.22741
7904959	3.17788	3.03429	2.61182	2.92738	2.38878	2.95746
7904963	2.60594	2.61575	2.37703	2.57725	2.69844	2.57221
7904965	3.82267	3.91517	3.40379	2.71617	2.98206	2.64679
7904967	3.66723	3.63244	3.69623	3.87954	3.86204	4.17852
7904969	6.61503	6.5308	6.54113	5.80157	6.22958	6.19341
7904974	9.37581	9.34811	9.32385	9.56247	9.6709	9.52724
7904976	8.05816	8.08424	8.00623	7.91284	7.73771	7.75604
7904997	4.33044	4.31808	4.38762	4.37168	4.28598	4.24134
7904999	8.09555	8.09855	8.04478	7.95534	7.77897	7.79417
7905016	4.33044	4.31808	4.38762	4.37168	4.28598	4.24134
7905018	3.91626	3.93505	3.92115	3.90465	3.92312	3.78444
7905020	3.70998	3.51434	3.64923	3.62673	3.65279	3.75158
7905025	3.32525	3.24178	3.09294	3.27105	3.22664	3.01933
7905028	6.52363	6.40001	6.39658	6.11215	6.10878	6.2458
7905033	2.2946	2.56492	2.5177	2.68947	2.60191	2.50792
7905035	2.98025	2.92554	3.07209	3.13578	2.97174	3.21722
7905037	3.56472	3.69011	3.00624	3.20677	3.40178	3.18088
7905039	2.02604	2.67275	2.15359	2.30243	2.27399	2.00932
7905043	3.57514	3.49238	3.40495	3.64343	3.74825	3.63022
7905047	2.26824	2.18937	2.22357	2.17478	2.32664	2.10123
7905051	2.75701	2.72026	2.76161	2.75553	2.81134	2.77474
7905054	2.39264	2.32446	2.02373	2.32782	2.38966	2.46697
7905058	3.32534	2.81104	2.80604	3.24918	3.43734	3.36807
7905060	2.28437	2.3351	2.27928	2.40036	2.30097	2.27973
7905067	5.08297	5.36754	5.45668	4.89386	4.70277	4.50071
7905077	2.46289	2.58732	2.34106	2.56845	3.00941	2.64519
7905079	6.45385	6.74619	6.77698	6.81852	6.48129	6.68926
7905085	5.27484	5.31539	5.16617	4.9389	4.90695	5.07146
7905088	6.14637	5.80932	5.95537	5.74181	5.87455	5.96451
7905092	3.69147	3.86073	3.94864	3.95658	3.82321	3.83849
7905099	7.05813	7.14445	6.93521	6.51727	6.57344	6.45806
7905116	5.3451	5.41208	5.18507	5.97791	5.63525	5.99793
7905127	5.90339	5.6996	5.87409	5.98798	6.3378	5.97698
7905129	2.27791	2.14059	2.14874	2.14766	2.14609	2.1499
7905131	2.51902	2.68364	2.71311	2.61359	2.59549	2.62719
7905145	2.27745	2.29109	2.34392	2.32704	2.33705	2.38314
7905147	3.3992	3.27988	3.30274	3.01138	3.16558	3.14077
7905154	3.10768	3.11859	3.04711	3.32678	3.29519	3.54951
7905163	8.65006	8.67779	8.71418	8.66945	8.46482	8.48194
7905171	5.50131	5.54501	5.32478	5.68988	5.46922	5.70797
7905185	6.84889	6.97697	6.92989	6.87602	6.75144	6.71349
7905198	4.09081	4.22489	4.1982	4.24907	4.2421	4.3244
7905220	6.53054	6.05225	6.2182	6.24762	6.42767	6.49065
7905233	4.2515	4.4696	4.45142	3.80536	3.54157	3.39445
7905254	2.34183	2.51564	2.23812	2.26207	2.47476	2.14964
7905256	2.97225	2.66233	2.74691	2.83803	3.03393	2.75365
7905258	4.99009	4.85982	4.89923	4.93429	4.93445	4.81473
7905283	3.0723	3.21255	3.32571	3.32668	3.21782	3.19094
7905299	4.58882	4.94409	4.85155	4.52527	4.72381	4.75417
7905308	2.66693	2.71323	2.61703	2.64136	2.73024	2.74843
7905324	5.48847	5.42272	5.1558	5.22021	5.25603	5.33621
7905329	7.92509	7.55833	7.48587	8.62766	9.29529	9.38671
7905339	3.62717	3.44458	3.79167	3.61609	3.07884	3.16052
7905349	2.62687	2.56064	2.88252	3.00262	2.71583	2.86541
7905355	6.5064	6.60856	6.42798	6.56725	6.598	6.42986
7905365	6.46248	6.74043	6.79186	7.01584	6.75511	6.89893
7905374	3.58224	3.87894	3.80612	3.86382	3.96206	3.98121
7905382	4.96266	5.15962	4.83344	5.09177	4.99663	4.93037
7905395	8.01255	8.05175	7.86489	8.30582	8.37291	8.58319
7905406	3.04393	3.004	3.12541	3.14794	3.19994	3.28281
7905428	4.3739	4.23191	4.13506	3.76746	4.02024	3.88088
7905444	6.62754	6.6823	6.69244	6.7032	6.60499	6.57063
7905462	2.08721	2.36037	1.97382	1.95968	2.11057	2.00602
7905464	2.43196	2.69	2.50875	2.49925	2.59068	2.37387
7905474	2.83331	2.88441	2.81712	2.63148	2.68641	2.84035
7905481	2.46852	2.57841	2.81836	2.8325	2.2264	3.01754
7905483	3.14044	3.19872	3.41889	3.3378	3.31147	3.32696
7905486	2.50412	2.50422	2.61325	2.46109	2.50817	2.51358
7905490	2.58292	2.67611	2.70291	2.78032	2.74916	2.69747
7905492	5.03716	4.53211	4.8742	5.02842	4.79684	5.05987
7905496	2.66499	2.38945	2.56189	2.56587	2.628	2.58329
7905500	2.4825	2.76202	2.63448	2.71369	2.81319	2.60702
7905503	2.83634	2.32735	2.49671	2.70622	2.82924	2.56484
7905505	4.21632	3.95332	4.01536	4.09798	4.11492	4.16998
7905507	3.90471	3.71012	4.06044	3.96877	3.89171	3.97871
7905510	3.0149	3.0609	2.94177	3.07111	2.9037	3.07843
7905512	3.05572	3.08183	3.10347	3.06435	3.00261	2.97944
7905515	2.84604	2.71961	2.78476	2.73754	2.81459	2.6941
7905517	4.59555	4.53236	4.50759	4.71651	4.60719	4.64075
7905519	4.3977	3.77638	4.31366	4.43765	4.16566	4.59965
7905523	5.4563	5.53649	5.69015	6.12019	5.83873	5.75905
7905525	2.67672	2.67206	2.76975	3.09365	2.88916	2.95874
7905528	4.44246	4.55314	4.47547	4.36166	4.46518	4.21797
7905530	2.38166	2.41517	2.26682	2.32442	2.34334	2.42017
7905533	2.54092	2.56057	2.47353	2.54924	2.77732	2.56155
7905536	3.55066	3.51541	3.53979	3.61236	3.47452	3.48116
7905544	3.53341	3.59069	3.57925	3.79031	3.68735	3.66865
7905548	2.67476	2.6625	2.87783	2.71011	2.71065	2.71105
7905553	2.6371	2.4096	2.39395	2.61768	2.57294	2.7006
7905559	2.71266	2.78877	3.08337	2.97297	2.94742	2.78144
7905563	2.97672	2.72684	3.01254	2.85551	2.87918	2.81941
7905569	2.25861	2.29926	2.33522	2.33998	2.34412	2.3573
7905571	3.02028	3.03602	3.24302	3.28957	3.25557	3.1467
7905576	2.46135	2.49588	2.49512	2.4171	2.46071	2.64936
7905581	2.82878	2.96211	2.74777	3.10211	3.06276	3.0662
7905589	5.58168	5.45697	5.36433	5.83613	5.73376	5.69972
7905598	6.61948	6.66811	6.89465	6.56203	6.54075	6.47316
7905606	2.78019	2.93222	2.75852	3.13136	2.78777	3.07492
7905629	2.59825	2.57237	2.63502	2.61019	2.60602	2.56887
7905631	7.25733	7.34612	7.24147	7.13069	6.84571	7.03584
7905664	3.96248	4.0377	3.98812	3.81268	3.89798	3.94686
7905677	2.90865	2.9261	2.97548	2.902	3.01086	3.17695
7905691	10.0956	10.0161	10.0692	9.99361	9.96907	9.93452
7905698	2.00038	2.23061	2.02006	2.00486	2.06574	2.04506
7905700	8.69304	8.91299	8.83871	8.6151	8.49664	8.3803
7905731	3.22316	2.99717	3.08975	3.26723	3.16684	3.06803
7905733	5.83625	5.75091	5.16611	5.56237	6.01782	5.84312
7905742	2.22139	2.17066	2.09506	2.28206	2.42238	2.17253
7905744	2.44955	2.29847	2.37468	2.40212	2.51497	2.34294
7905746	2.4694	2.672	2.47726	2.43855	2.50884	2.52319
7905754	7.23438	7.34264	7.36954	6.46871	6.66694	6.82691
7905789	5.04338	5.27809	5.48701	3.90985	3.76117	3.9073
