	IMR90_iCherry	IMR90_iCherry	IMR90_iCherry	IMR90_iRAS	IMR90_iRAS	IMR90_iRAS
7981566	4.13179	4.30645	4.05965	4.28642	4.16471	4.36479
7981573	4.56699	4.79568	4.52815	4.63003	4.35254	4.41685
7981601	2.9064	2.87592	2.86726	2.90519	2.91463	2.90233
7981708	3.41532	3.30104	3.17217	3.25011	3.21514	3.16277
7981714	4.22186	3.80441	3.90556	3.56474	3.86032	3.95448
7981718	2.63064	2.57305	2.65799	2.53732	2.75461	2.51165
7981720	3.67452	4.04853	3.71716	4.01845	3.77242	3.81016
7981722	6.08081	6.40394	6.07584	6.09668	5.88795	5.91157
7981724	3.40787	3.72979	3.20785	3.50155	3.35022	3.34224
7981726	2.30342	2.37904	2.39084	2.7047	2.26909	2.16082
7981728	3.35742	3.72459	3.0535	3.44414	2.86526	3.52329
7981730	4.33628	4.52352	4.46033	4.47537	4.28679	4.40369
7981732	2.88332	2.89464	2.86453	2.7422	2.86686	2.9196
7981737	4.64798	4.82266	4.46174	4.86019	4.6363	4.56288
7981740	3.17938	3.40123	3.14168	3.12588	3.06069	3.18248
7981742	3.07521	2.82014	3.03053	3.00762	2.75653	2.88492
7981745	2.41333	2.33458	2.43683	2.35815	2.43889	2.29282
7981748	1.8756	1.94097	1.90015	1.97421	1.83993	2.09005
7981750	3.39677	3.88253	3.33956	3.28238	3.27355	3.16515
7981752	3.34078	3.15575	3.31082	3.27113	3.16278	3.42512
7981771	4.29799	4.40451	4.5879	4.47981	4.2977	4.58358
7981773	2.89705	2.85278	2.60306	2.6653	2.43098	2.87148
7981775	3.79704	3.70533	3.6638	3.77194	4.08032	3.65339
7981777	3.17084	3.58145	3.09239	3.04216	3.08475	2.97342
7981779	2.05117	1.96598	2.15177	2.04286	2.10391	1.96867
7981781	2.06194	2.16466	2.26678	2.21186	2.58366	2.54497
7981783	2.15484	2.48199	2.09444	2.16108	2.43595	2.2326
7981785	2.14693	2.27735	2.16612	2.1426	2.34337	2.11483
7981787	2.95792	2.88516	2.88119	2.87887	3.04509	2.89831
7981798	3.71155	3.5663	3.58622	3.40776	3.69472	3.584
7981824	6.04207	6.36215	6.16033	6.12611	6.01723	6.07119
7981859	3.02015	2.827	2.9668	2.78717	2.88655	2.92846
7981872	4.94388	4.83889	4.72093	4.83703	4.78149	4.90152
7981874	3.39782	3.1801	3.42612	3.35536	3.29676	3.5737
7981893	4.29799	4.40451	4.5879	4.47981	4.2977	4.58358
7981895	3.29939	3.00759	3.12207	2.98832	2.89985	3.04083
7981909	4.413	4.49117	4.70914	4.62422	4.56257	4.71637
7981911	2.95599	2.78337	2.7809	2.8722	3.00651	2.95182
7981917	2.79992	2.80847	2.76152	2.76849	2.78296	2.77203
7981919	6.73333	6.82702	6.82843	6.75141	6.71065	6.71101
7981943	3.51292	3.66652	3.40554	2.92579	3.01204	2.95376
7981945	2.60107	2.54711	2.39692	2.35126	2.22291	2.08942
7981947	2.93561	3.04963	3.10534	2.73556	2.89131	2.78421
7981949	8.36803	8.39702	8.3823	8.28733	8.47894	8.37319
7981951	3.76171	3.58268	4.326	4.12776	4.01597	3.62329
7981953	9.68745	9.8039	9.73992	9.51951	9.75754	9.65724
7981955	7.25211	7.30899	7.33981	7.05333	7.42695	7.07862
7981958	8.6157	8.81593	8.67054	8.4956	8.75523	8.54795
7981960	6.21667	6.33628	6.07609	6.0613	6.33559	6.08542
7981962	8.6157	8.81593	8.67054	8.4956	8.75523	8.54795
7981964	9.47162	9.63299	9.52324	9.30521	9.49703	9.43574
7981966	9.68745	9.8039	9.73992	9.51951	9.75754	9.65724
7981968	2.28513	2.24906	2.40625	2.06775	2.10985	2.11308
7981970	3.80973	3.66348	3.79869	3.32074	3.00076	3.54218
7981972	2.40147	2.23253	2.35476	2.51374	2.60422	2.456
7981974	3.48199	3.5337	3.42659	3.12468	2.96826	2.8526
7981976	9.69629	9.52259	9.7419	9.4614	9.64604	9.55392
7981978	10.9101	10.7082	10.764	10.5763	10.8604	10.773
7981980	2.31648	2.31828	2.35436	2.32775	2.50763	2.21357
7981982	9.92133	9.90886	10.0076	9.85409	9.91529	9.85403
7981984	2.60713	2.59269	3.0421	2.88505	2.92384	2.61462
7981986	9.92133	9.90886	10.0076	9.85409	9.91529	9.85403
7981988	9.76895	9.67924	9.629	9.51296	9.81095	9.67042
7981990	4.67691	5.50253	5.27685	5.69324	5.26323	4.88966
7981992	2.39368	2.70996	2.71446	2.62611	2.66886	2.69371
7981994	6.33416	6.15911	6.13854	6.012	6.19646	6.11316
7981996	9.51493	9.2953	9.44052	9.32419	9.49197	9.35582
7981998	5.25818	5.18774	5.0804	4.90857	5.16141	5.16342
7982000	4.29939	4.27685	4.17747	3.99672	4.29102	4.09799
7982002	4.39543	4.69305	4.50271	4.23154	4.36642	4.25653
7982004	2.61868	2.6572	2.44387	2.52854	2.41775	2.45754
7982006	3.88195	3.75941	3.74048	3.63949	3.81972	3.48222
7982008	2.34382	2.37469	2.21609	2.17676	2.54903	2.19166
7982010	2.05781	2.01756	1.85806	1.85051	2.02452	1.97071
7982012	2.25427	2.27451	2.06777	2.08363	2.18525	2.1705
7982014	1.95928	2.00008	1.89901	1.96178	1.7904	1.77551
7982016	2.32593	2.49414	2.2745	2.19994	2.40887	2.21971
7982018	2.22003	2.40334	2.16285	2.17402	2.51485	2.1621
7982020	2.17835	2.03978	1.97284	2.14302	2.28158	2.04119
7982022	2.02662	1.93516	1.85066	1.83625	1.98591	1.93002
7982024	2.32593	2.49414	2.2745	2.19994	2.40887	2.21971
7982026	1.89905	1.99657	1.89538	1.95096	2.07012	2.08269
7982028	2.33709	2.50291	2.26014	2.19927	2.46002	2.2183
7982030	2.32593	2.49414	2.2745	2.19994	2.40887	2.21971
7982032	2.34382	2.37469	2.21609	2.17676	2.54903	2.19166
7982034	1.9332	1.92857	2.16204	1.989	2.1699	1.96739
7982036	2.04448	1.96541	1.97612	2.04724	2.18051	1.89314
7982038	2.34382	2.37469	2.21609	2.17676	2.54903	2.19166
7982040	2.17512	2.28097	2.1491	2.0867	2.18161	2.0872
7982042	2.17512	2.28097	2.1491	2.0867	2.18161	2.0872
7982044	2.17512	2.28097	2.1491	2.0867	2.18161	2.0872
7982046	2.30839	2.47629	2.28675	2.15973	2.32504	2.19528
7982048	2.079	2.0428	1.96631	1.97579	1.98572	2.0074
7982050	2.33778	2.45849	2.2118	2.14251	2.46257	2.21404
7982052	2.02862	2.13861	1.99666	1.89115	2.01193	1.9079
7982054	2.45763	2.58357	2.37143	2.40278	2.34747	2.31253
7982056	2.40363	2.43586	1.98942	2.04747	2.41739	1.99876
7982058	2.35334	2.48436	2.24008	2.16228	2.44775	2.20437
7982060	2.14625	2.09243	1.91717	2.10323	2.26245	2.07478
7982062	2.09645	2.13647	1.98133	2.05893	1.98872	2.00917
7982064	2.33709	2.50291	2.26014	2.19927	2.46002	2.2183
7982066	2.08399	2.18535	2.07478	2.00521	2.25174	2.01237
7982068	2.09684	2.04328	2.06384	2.03968	2.13615	2.13396
7982070	2.19827	2.31064	2.32089	2.29806	2.14091	2.26708
7982072	2.0771	2.16034	2.12985	2.19341	2.14964	2.39979
7982074	2.03909	2.22155	2.09155	2.1584	2.41713	1.97932
7982076	2.10731	2.00032	2.06123	2.0577	2.20754	1.99417
7982078	2.33709	2.50291	2.26014	2.19927	2.46002	2.2183
7982080	2.14953	2.14733	2.01495	1.92858	1.97399	2.09734
7982082	2.11982	2.04613	2.05317	1.98847	2.10087	2.18125
7982084	2.56318	2.69375	2.323	2.40525	2.86734	2.59543
7982086	2.0405	1.99893	1.93082	1.93659	2.09766	2.04718
7982088	2.03436	1.98288	1.97584	1.87406	1.99293	1.90821
7982090	2.23843	2.47559	2.16939	2.21156	2.53516	2.18358
7982092	2.33709	2.50291	2.26014	2.19927	2.46002	2.2183
7982094	2.44629	2.24503	2.29928	2.30668	2.50445	2.39464
7982096	2.29421	2.26471	2.13425	2.10639	2.32663	2.28716
7982098	2.93561	3.04963	3.10534	2.73556	2.89131	2.78421
7982100	2.31595	2.75392	2.51804	2.52519	2.68243	2.50788
7982102	3.08183	3.17896	3.1325	3.28767	3.31989	3.60931
7982117	2.66518	2.55947	2.50237	2.71486	2.62145	2.74878
7982127	2.80387	2.70718	2.55671	2.61473	2.53632	2.58038
7982129	10.6514	10.5797	10.6498	10.5468	10.5229	10.6053
7982131	3.25332	3.12298	3.29192	3.22341	3.1315	3.37933
7982152	4.19238	4.31972	4.59433	4.51166	4.2492	4.66551
7982154	6.38901	6.5484	6.245	6.47575	6.25436	6.34824
7982185	6.95501	7.27536	7.01202	6.88738	7.03122	6.81776
7982187	4.03766	3.83139	4.35803	4.43558	4.31616	4.55975
7982204	7.589	7.54183	7.72913	6.94137	6.70408	7.06676
7982206	3.25388	3.13852	3.21715	3.09256	3.23268	3.14188
7982228	5.54928	5.68828	5.98215	5.77164	5.5356	5.91926
7982230	2.89422	2.71045	2.83473	2.77765	2.88399	2.92762
7982248	2.70881	2.73867	2.46305	3.02628	3.25528	2.89715
7982250	5.54928	5.68828	5.98215	5.77164	5.5356	5.91926
7982252	2.51064	2.67719	2.41117	2.46273	2.73844	2.33308
7982254	2.63438	2.7258	2.57554	2.87347	2.77319	2.67888
7982256	3.1292	3.09034	3.44253	3.11881	3.20543	3.09843
7982267	4.74972	4.82071	5.13203	4.77002	4.47826	4.82205
7982269	2.80187	2.96494	2.61267	3.03713	3.35303	2.93369
7982271	2.44239	2.45405	2.44526	2.4526	2.70024	2.56047
7982282	5.71277	5.77973	6.03395	5.71469	5.68057	5.86175
7982284	5.35837	5.22917	5.1995	4.70249	4.66403	4.57263
7982287	2.73523	2.88267	3.01019	2.83628	2.47186	2.52474
7982290	3.03372	2.87357	2.99598	2.49814	2.717	2.66737
7982292	2.30689	2.37047	2.28448	2.3654	2.28	2.31495
7982294	2.47661	2.54948	2.64487	2.55547	2.73121	2.36931
7982299	2.73152	2.69302	2.57813	2.82142	2.75321	2.77882
7982307	5.71277	5.77973	6.03395	5.71469	5.68057	5.86175
7982309	3.36547	3.44929	3.18669	3.10163	3.27975	3.04905
7982326	4.81037	4.55678	4.82672	5.13425	5.05579	5.17544
7982333	2.74516	2.81228	2.78457	2.71814	2.77937	2.73757
7982335	2.71725	2.59346	2.59219	2.67589	2.74375	2.77096
7982337	2.50071	2.64829	2.5267	2.48223	2.43393	2.34933
7982339	3.11026	3.0289	3.27972	3.29527	3.09753	3.39159
7982341	2.78371	2.71987	2.85173	3.01106	3.22751	2.84235
7982348	2.79739	2.59089	2.94611	3.01596	2.99715	2.94613
7982350	3.6182	3.63786	4.02985	3.61854	3.37109	3.89454
7982356	4.99954	5.15873	5.33638	5.06817	4.83365	5.07838
7982358	3.11197	3.03255	3.12243	2.90372	2.67908	2.63605
7982366	2.82447	2.72683	2.63233	3.33774	3.53835	3.70908
7982375	2.37957	2.3812	2.45232	2.38773	2.46767	2.52117
7982377	10.0314	10.1136	10.1871	9.702	9.92536	10.0509
7982388	2.31258	2.18146	2.20893	2.20964	2.35476	2.31166
7982390	2.1242	2.08655	2.01799	2.0526	2.09669	2.01971
7982392	2.67308	2.63473	2.62999	2.63646	2.70528	2.70873
7982495	2.2858	2.27363	2.25203	2.28857	2.41097	2.3677
7982497	2.7771	2.62457	2.74988	2.89783	2.73059	2.79516
7982504	4.35265	4.3673	4.27045	4.43088	4.44062	4.65563
7982507	8.27398	8.1347	8.33533	8.25388	8.19101	8.21539
7982514	3.01196	2.46865	2.68063	2.67116	2.90429	2.67108
7982516	2.52965	2.42338	2.54346	2.5189	2.6871	2.57501
7982527	2.76524	2.86637	2.82364	2.76106	2.88461	2.64788
7982529	4.87832	5.08812	4.92104	4.9094	4.93866	5.23919
7982531	7.37924	7.2444	7.4868	7.39934	7.31294	7.22575
7982533	2.12054	2.27069	2.29247	2.26247	2.26598	2.23282
7982535	7.10983	7.188	7.17153	5.78324	5.62063	5.96249
7982550	2.4565	2.42636	2.33942	2.26424	2.56582	2.51603
7982552	2.22774	2.36542	2.42204	2.2968	2.21298	2.17628
7982564	6.67122	6.61661	6.54482	6.77457	6.87142	6.90942
7982574	3.81539	3.4981	3.48376	3.45125	3.63809	3.66406
7982587	2.66189	2.59112	2.69277	2.84771	2.89959	2.91805
7982591	1.85957	2.08639	1.87149	2.04148	2.09641	1.96616
7982593	2.38022	2.24095	2.08198	2.12191	2.3198	2.20154
7982597	10.4932	10.6891	10.7322	9.71668	9.81438	9.76521
7982620	6.78094	6.87982	6.83045	6.44147	6.70876	6.66093
7982661	2.61597	2.45398	2.42924	2.58345	2.69961	2.89287
7982663	2.9974	2.55247	2.77181	2.69221	2.60119	2.64891
7982688	2.87521	2.69348	2.73312	2.72257	2.64854	2.76987
7982703	3.69963	3.67757	3.55909	3.45034	3.27651	3.55066
7982712	4.76501	4.88026	4.75826	5.09021	4.75914	5.09934
7982723	4.83886	4.7897	4.89986	4.7952	4.52257	4.74995
7982738	4.03862	4.19505	3.99571	3.83049	4.12177	3.94449
7982745	6.09222	5.96656	6.09468	5.97632	5.74597	5.90639
7982751	2.10158	2.1075	2.00805	2.09097	2.13029	2.00611
7982753	3.76501	3.98404	3.82875	4.21231	3.68446	4.11516
7982757	3.27881	3.02413	3.06266	2.48504	2.81417	2.63288
7982792	2.83556	2.68399	2.89067	2.49148	2.75393	2.5657
7982805	4.55219	4.29838	4.38802	4.42324	4.45852	4.28451
7982810	3.40938	3.48527	3.30678	3.4771	3.19594	3.52483
7982812	3.64802	3.94728	3.85532	3.78421	3.55854	3.73158
7982829	3.56578	3.38035	3.28442	3.76844	3.69252	3.72454
7982845	5.06984	5.45257	5.32932	5.27177	5.21396	5.30162
7982854	2.99953	3.28814	3.46265	3.45732	3.04986	3.15503
7982868	4.52791	4.51328	5.1204	4.79031	5.54337	5.86057
7982876	4.70678	3.9228	4.61196	3.75497	3.49188	3.96013
7982878	9.05499	9.09776	9.05152	9.04362	9.00295	9.16107
7982889	4.04714	4.04265	3.7341	3.23553	3.2781	3.16752
7982904	6.85427	6.83148	6.92381	6.92725	6.79834	6.6794
7982927	3.51182	3.64062	3.66684	3.78961	3.73125	3.8353
7982935	6.80484	6.66655	6.36536	6.86995	7.05345	6.89976
7982938	5.31201	5.47236	5.55499	4.47076	4.56607	4.49422
7982955	1.70239	1.98943	2.12754	1.94713	1.86427	1.89856
7982957	5.49775	5.41175	5.48212	5.44014	5.39612	5.38686
7982985	4.33094	4.47408	4.42724	4.50051	4.44631	4.63122
7983021	3.88602	3.82703	3.88245	4.08099	3.93005	4.06498
7983051	2.40754	2.44719	2.54196	2.53946	2.49024	2.54085
7983054	3.36924	3.35512	3.28469	3.11002	3.1648	3.10326
7983111	7.39093	7.25158	7.23426	6.97271	6.96682	6.98015
7983123	5.26231	5.02168	5.16031	4.73517	5.09026	5.00651
7983132	2.90823	3.06063	2.78571	2.71262	2.77247	2.94672
7983143	2.82988	2.8885	2.94692	3.02532	2.9002	2.65977
7983145	3.45841	3.39953	3.46519	3.25561	3.32159	3.35607
7983157	4.70675	4.3221	4.37884	4.54225	4.54602	4.45028
7983173	4.15628	4.29727	4.43393	4.6367	4.6857	4.89642
7983189	2.45795	2.55482	2.09649	2.16749	1.95913	2.11669
7983191	4.93401	4.59904	4.63302	4.28158	4.29003	4.27946
7983206	5.64918	6.05815	5.69023	5.34964	5.47485	5.30854
7983228	6.63084	6.39314	6.4554	5.65534	6.39751	6.5997
7983239	2.68552	2.60235	2.90488	2.77735	2.75818	2.89772
7983252	2.89364	2.67057	2.6833	3.02294	2.73584	2.92122
7983254	2.43128	2.34024	2.34233	2.36671	2.21857	2.39397
7983256	2.68552	2.60235	2.90488	2.77735	2.75818	2.89772
7983270	2.29149	2.31865	2.13774	2.29733	2.44538	2.41968
7983272	2.43128	2.34024	2.34233	2.36671	2.21857	2.39397
7983274	8.83162	8.75439	8.82452	8.97015	9.26406	9.28292
7983290	5.03309	4.95623	5.03048	4.86836	4.79589	4.91062
7983298	4.62075	4.49694	4.54593	4.80255	5.11813	4.76289
7983306	4.86507	4.5364	4.45568	3.65987	3.9331	3.77381
7983321	8.17047	8.06211	8.18082	8.15656	8.26782	8.29589
7983335	6.98136	7.06893	7.1557	7.04672	6.92094	6.85219
7983350	5.59737	5.45578	5.67538	5.5822	5.39692	5.57456
7983360	9.19865	9.15746	9.26758	9.49682	9.32204	9.34014
7983365	2.69538	2.66613	2.64985	2.58248	2.57386	2.52562
7983377	2.00196	1.99195	2.0022	1.89831	2.03008	1.85943
7983379	3.31764	2.58113	2.94689	2.89472	3.90826	3.15087
7983381	2.17658	2.2609	2.2554	2.28873	2.28663	2.2609
7983391	2.36486	2.29543	2.27887	2.27596	2.43092	2.41408
7983393	4.54954	4.72911	4.80605	3.90592	4.11145	4.28738
7983405	3.09199	3.02574	2.95859	2.96118	2.80821	2.89146
7983413	2.63781	2.66033	2.58579	2.71163	2.76078	2.71932
7983447	2.54176	2.57215	2.48778	2.39781	2.46485	2.61414
7983469	3.28469	3.16213	3.18794	3.45666	3.34761	3.32966
7983478	3.43892	2.93908	2.97082	5.16486	4.88733	4.29619
7983490	2.90238	2.72081	2.692	2.8358	3.035	2.81922
7983500	2.26398	2.22717	2.30761	2.48815	2.51155	2.37549
7983502	7.62102	7.57279	7.64398	7.53585	7.54385	7.42982
7983512	6.37085	6.70485	6.69124	7.43857	7.25436	7.30345
7983523	2.27258	2.37487	2.16347	2.23104	2.15057	2.16764
7983525	2.27577	2.31392	2.3572	2.3291	2.42583	2.23084
7983527	6.84151	6.97475	6.84334	9.15158	9.08617	9.13337
7983553	2.53851	2.72106	2.61592	2.80099	2.78349	2.76788
7983564	2.43362	2.52771	2.37891	2.35766	2.54459	2.43896
7983594	4.08726	4.21901	4.60561	4.15937	3.62418	3.62367
7983606	7.48038	7.626	7.68731	7.89562	7.7711	7.74268
7983614	2.17577	2.30333	2.12929	2.1779	2.21898	2.20834
7983616	5.00791	4.8158	4.8835	5.0704	5.15101	5.35225
7983630	7.87401	7.94693	7.94694	8.74156	8.58063	8.36325
7983638	4.48064	4.46323	4.3981	4.74318	4.63144	4.55381
7983648	2.85756	2.64581	2.70061	2.84372	3.21934	2.92729
7983650	2.28989	2.48465	2.36692	2.61465	2.50351	2.50522
7983661	2.8855	2.55902	2.09608	4.12218	4.48332	4.385
7983663	6.66234	6.55032	6.67478	6.71117	6.80946	6.87024
7983677	2.5949	2.72212	2.78859	2.91819	2.42976	2.66071
7983679	4.03333	3.92271	4.15724	4.09577	4.21665	4.0665
7983704	2.77084	2.6761	2.74958	2.81216	2.61721	2.82575
7983718	2.29912	2.26737	2.16959	2.17975	2.41464	2.1749
7983734	6.08461	6.24313	6.13664	4.97442	4.72279	4.45299
7983744	7.56592	7.71279	7.58682	7.64893	7.59631	7.56221
7983761	2.60916	2.12956	2.16901	2.30053	2.59344	2.42554
7983763	6.53033	6.39823	6.49415	6.91226	6.91523	7.00279
7983771	3.50317	3.29771	3.46358	3.40493	3.35118	3.37963
7983773	3.1223	3.20793	3.1784	3.38843	3.19419	3.26046
7983775	1.89353	2.06146	2.14547	1.83474	1.97628	1.7852
7983777	2.63207	2.42763	2.46161	2.33983	2.55543	2.30834
7983779	2.4931	2.30622	2.36528	2.36647	2.42486	2.34732
7983811	5.84594	5.66163	5.61899	5.71305	5.64835	5.65986
7983826	3.11307	2.84165	2.74666	2.69648	2.96249	2.65021
7983828	2.8323	2.92013	3.15678	2.89761	2.75798	2.67169
7983841	2.14666	2.14793	2.01395	2.07168	2.12876	2.28034
7983843	8.71152	8.83241	8.9197	8.28622	8.09879	8.19006
7983867	2.73578	2.62257	2.55623	2.58735	2.92724	2.75325
7983890	2.50655	2.38852	2.51009	2.5428	2.53354	2.7332
7983910	2.53584	2.67638	2.40895	2.5134	2.52617	2.49905
7983922	1.9648	2.20658	1.97035	1.92653	1.89973	1.96421
7983924	2.09365	1.937	1.91867	1.89665	1.95366	2.00944
7983926	2.00364	1.93923	1.89014	1.9625	2.09561	2.05582
7983928	2.42456	2.27093	2.36341	2.22372	2.55613	2.3901
7983938	4.26444	4.26327	4.34687	4.32881	4.31412	4.33376
7983940	4.54216	4.40428	4.37079	3.94908	3.47531	3.94542
7983951	5.99519	5.692	5.99347	6.18919	5.83567	5.62994
7983953	6.04148	6.09658	6.09374	6.17414	6.13181	6.19274
7983969	3.26318	3.26996	3.34794	2.80577	2.83625	2.82755
7983979	3.07597	3.11747	3.14475	3.2419	3.05949	3.17673
7983985	2.45371	2.52822	2.48581	2.62816	2.45029	2.5182
7983987	3.85588	3.96097	4.09203	4.33848	4.02508	4.09167
7983989	2.03908	2.22133	2.04651	2.08884	2.07414	1.98163
7983991	2.74472	2.81366	2.39724	2.77638	2.96282	2.73425
7984001	2.9402	2.86624	2.86376	2.90651	2.97348	2.84164
7984008	2.5559	2.69373	2.6668	2.75334	2.41007	2.75324
7984011	3.89248	3.85237	3.85752	3.71996	3.9091	3.82112
7984014	3.18045	3.2726	3.23321	3.2965	2.75311	3.08499
7984016	3.53068	3.31836	3.45946	4.0772	3.97799	4.01256
7984019	4.24104	4.48259	4.61864	3.73796	3.47569	3.56014
7984077	2.11392	2.05453	2.0063	1.92014	2.21458	2.03991
7984079	6.95076	6.96381	6.80286	6.28891	6.0064	6.20781
7984103	6.25981	6.10785	6.37002	5.82125	5.85602	6.05894
7984112	7.63708	7.39101	7.57501	7.37581	7.37683	7.35888
7984124	4.61707	4.58883	4.33226	4.59517	4.42392	4.44346
7984132	6.93555	6.95405	6.97497	7.29388	7.2517	7.33191
7984152	3.08211	2.96775	3.27802	2.93609	3.13821	2.9084
7984155	5.9378	6.49192	6.47835	5.8279	5.81498	5.81545
7984174	3.84874	3.60957	3.73101	3.55827	3.66541	3.79138
7984188	2.40898	2.54299	2.42757	2.62715	2.59153	2.36614
7984190	4.72267	4.91188	4.72987	4.5871	4.49558	4.66298
7984203	6.53018	6.80154	6.54492	6.83266	6.78523	6.80587
7984213	2.28746	2.28441	2.22812	2.26352	2.38464	2.18259
7984215	2.1839	2.14895	2.13162	2.02438	2.10104	2.1564
7984217	5.90402	5.80788	6.01426	5.15124	5.28487	5.36584
7984227	3.86915	4.00861	3.81637	3.96919	3.85146	3.69705
7984245	3.14782	2.97829	3.14351	2.88597	3.05967	3.16999
7984253	3.35484	3.16061	3.48175	3.53458	3.54693	3.46134
7984255	1.91792	2.06795	1.88472	1.85374	1.85031	1.91609
7984257	5.2826	4.82647	4.88124	4.97729	5.14297	5.10437
7984259	3.90744	4.04175	3.50693	3.51856	4.37515	3.31925
7984261	2.31605	2.12274	2.25827	2.12812	2.25608	2.15623
7984263	7.75061	7.92331	7.97445	7.42583	7.33845	7.05687
7984276	4.45829	4.08951	4.30757	3.89664	4.06327	3.85334
7984289	8.09463	8.07392	8.2142	8.18136	8.27505	8.17684
7984298	4.13826	4.16167	4.05332	3.35292	3.2442	3.28246
7984317	2.15454	2.13236	2.06724	2.06181	2.12621	1.94428
7984319	6.15066	6.07439	5.98923	7.05308	7.18	7.14049
7984330	5.10204	5.16524	5.2198	5.11678	4.99814	5.21662
7984353	3.82809	3.91918	4.09224	3.91327	3.7854	3.75398
7984364	8.48348	8.49694	8.46453	7.19844	7.63784	7.76508
7984380	2.55997	2.74752	2.54562	2.5398	2.62928	2.61987
7984405	4.17	4.16216	4.23428	3.93747	3.79786	4.30129
7984408	4.36428	4.31806	4.54344	4.33026	3.8712	4.33083
7984436	4.4167	4.36673	4.34537	4.23434	4.33123	4.37702
7984453	8.58913	8.61489	8.49047	8.50588	8.53818	8.43395
7984470	6.86646	6.91193	6.97941	7.1393	7.25491	7.21251
7984475	5.32436	5.34235	5.42634	5.56006	5.7647	5.80451
7984488	2.99938	2.96484	3.04807	2.99349	2.94924	3.01124
7984511	2.60158	2.40843	2.43536	2.35552	2.58544	2.53338
7984517	7.52687	7.76847	7.72399	7.72447	7.66377	7.73798
7984524	3.6532	4.11343	3.49824	7.81317	7.75884	7.72107
7984538	3.38581	3.2838	3.24264	3.43419	3.30817	3.41305
7984540	3.5083	3.73146	3.42802	3.98538	4.18604	4.1414
7984562	9.89609	9.91061	9.97048	9.80729	9.75183	9.56872
7984567	2.49021	2.4389	2.65024	2.51006	2.52112	2.46847
7984569	4.6472	4.35271	4.08414	4.61103	4.47417	4.97572
7984588	6.95351	6.65628	6.69142	5.34674	5.76941	5.72828
7984606	3.22962	3.22614	3.27861	3.22929	3.23775	3.17597
7984620	6.22543	5.15752	5.50608	5.10857	5.57182	5.37728
7984622	1.97004	1.96847	1.98917	1.89896	1.95791	1.94925
7984624	2.58122	2.46671	2.44952	2.65726	2.59953	2.56359
7984626	3.61728	3.61648	3.59824	3.48012	3.3054	3.31391
7984631	2.29651	2.65498	2.45302	2.53363	2.43846	2.47103
7984635	2.29876	2.56269	2.43353	2.36169	2.29342	2.30877
7984641	7.81812	7.93038	7.70595	7.83204	7.82634	7.73388
7984660	7.4027	7.32061	7.68187	7.40837	7.50502	7.42447
7984662	2.91078	2.9034	2.94554	3.01487	2.96836	2.91211
7984684	3.59307	3.42444	3.53761	3.51832	3.67901	3.55037
7984686	5.17661	5.14427	4.98939	4.77133	4.75714	4.88021
7984704	7.54041	7.71148	7.60128	7.55524	7.5311	7.38939
7984736	2.32275	2.267	2.35288	2.53674	2.24593	2.38402
7984743	6.87531	7.09063	6.96136	7.06179	7.23934	7.2223
7984759	2.9184	3.07683	2.93824	2.95279	2.97635	2.98862
7984771	8.25273	8.22746	8.13607	6.5315	6.85291	6.58051
7984779	4.47293	4.63312	4.34152	4.33457	4.2222	4.23416
7984799	3.22772	2.98348	3.69354	3.2098	3.14233	3.3043
7984802	2.86575	2.89304	2.95522	3.03034	2.91769	3.13052
7984813	3.16088	2.94929	3.07782	2.70578	2.63758	2.91189
7984819	3.07892	3.18419	3.13926	3.29881	3.20057	3.21356
7984843	3.12975	2.7068	2.75193	3.30771	3.71337	3.94361
7984846	4.00609	4.18411	4.0185	4.43009	4.36165	4.32808
7984862	3.27799	3.18708	3.46245	3.31585	3.14373	3.33609
7984871	5.19426	5.48667	5.00201	5.25077	5.38756	5.21427
7984892	3.2145	3.26778	3.21378	3.31184	3.14344	3.32643
7984908	2.8073	2.86812	2.7915	2.84846	2.84249	2.92932
7984914	2.88552	2.92847	2.95302	3.04702	2.76919	2.99219
7984922	5.23202	5.53825	5.59975	5.96584	5.75414	5.60119
7984932	3.17492	3.09635	3.10567	2.99526	3.15749	2.92174
7984943	3.13492	3.22379	3.1199	3.22772	3.17691	3.12977
7984952	4.27719	3.95165	4.38634	4.46867	4.43086	4.39138
7984961	3.05464	3.07462	3.09507	3.16351	3.11339	3.05986
7984983	3.59307	3.42444	3.53761	3.51832	3.67901	3.55037
7984985	2.52278	2.46211	2.67946	2.51523	2.80228	2.80288
7984987	3.59307	3.42444	3.53761	3.51832	3.67901	3.55037
7984989	5.27734	5.51389	5.20023	5.39984	5.35457	5.04109
7985001	3.26159	2.99387	3.19504	3.2395	3.22042	3.16219
7985016	5.92307	6.02249	6.07708	5.74267	5.72432	5.48237
7985023	3.10769	2.84364	3.21254	3.06028	2.77079	2.91032
7985025	2.68273	2.77511	2.71081	2.86185	2.83913	2.65294
7985030	4.13458	4.25645	4.27043	4.26408	4.20207	4.73332
7985032	1.98207	1.77602	1.97669	1.95626	2.02506	1.78448
7985034	4.06271	3.51331	3.47432	3.52461	3.83589	3.91319
7985037	2.32097	2.38786	2.31036	2.44645	2.37864	2.46425
7985039	3.52136	3.89432	3.84908	3.50145	3.62568	3.05063
7985044	6.5988	6.74142	6.68528	6.76654	6.67581	6.65281
7985053	5.54557	5.54704	5.35312	5.58183	5.59494	5.47397
